home,ratings,bedrooms,beds,baths,house_type,city,price
Home in Austin ,4.84,1 bedroom,1.0,1.0,Home,Austin ,175
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,234
Home in Austin ,4.94,1 bedroom,2.0,1.0,Home,Austin ,91
Home in Austin ,4.74,1 bedroom,1.0,1.0,Home,Austin ,108
Home in Austin ,4.90,5 bedrooms,7.0,3.5,Home,Austin ,775
Home in Austin ,4.91,4 bedrooms,7.0,3.5,Home,Austin ,499
Home in Austin ,4.95,4 bedrooms,6.0,3.0,Home,Austin ,364
Home in Austin ,4.97,1 bedroom,1.0,1.0,Home,Austin ,72
Guest suite in Austin ,4.77,2 bedrooms,1.0,1.0,Guest suite,Austin ,150
Cottage in Austin ,4.92,,1.0,1.0,Cottage,Austin ,96
Home in Austin ,4.90,1 bedroom,1.0,0.5,Home,Austin ,39
Home in Austin ,4.90,5 bedrooms,1.0,4.5,Home,Austin ,293
Home in Austin ,,4 bedrooms,4.0,3.5,Home,Austin ,1750
Guesthouse in Austin ,4.89,1 bedroom,1.0,1.0,Guesthouse,Austin ,99
Home in Austin ,4.95,1 bedroom,1.0,1.0,Home,Austin ,144
Rental unit in Austin ,4.91,1 bedroom,1.0,1.0,Rental unit,Austin ,96
Guesthouse in Austin ,4.96,1 bedroom,1.0,1.0,Guesthouse,Austin ,115
Rental unit in Austin ,4.79,,1.0,1.0,Rental unit,Austin ,118
Guesthouse in Austin ,4.92,,1.0,1.0,Guesthouse,Austin ,73
Guesthouse in Austin ,4.97,1 bedroom,3.0,1.0,Guesthouse,Austin ,185
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,500
Home in Austin ,4.87,1 bedroom,1.0,0.5,Home,Austin ,49
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,250
Loft in Austin ,4.47,2 bedrooms,2.0,1.0,Loft,Austin ,259
Home in Austin ,4.95,2 bedrooms,2.0,2.0,Home,Austin ,270
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,115
Guesthouse in Austin ,4.90,,1.0,1.0,Guesthouse,Austin ,67
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,425
Home in Austin ,4.85,3 bedrooms,7.0,2.5,Home,Austin ,154
Rental unit in Austin ,,,1.0,1.0,Rental unit,Austin ,175
Guest suite in Austin ,4.82,1 bedroom,1.0,1.0,Guest suite,Austin ,389
Guesthouse in Austin ,4.92,1 bedroom,1.0,1.0,Guesthouse,Austin ,98
Condo in Austin ,4.79,2 bedrooms,3.0,1.0,Condo,Austin ,155
Home in Austin ,4.88,4 bedrooms,9.0,2.0,Home,Austin ,423
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,1100
Guesthouse in Austin ,4.93,2 bedrooms,2.0,1.0,Guesthouse,Austin ,137
Home in Austin ,4.92,2 bedrooms,3.0,1.0,Home,Austin ,152
Bed and breakfast in Austin ,4.75,1 bedroom,1.0,1.0,Bed and breakfast,Austin ,100
Guesthouse in Austin ,4.92,2 bedrooms,2.0,1.0,Guesthouse,Austin ,135
Guest suite in Austin ,4.87,1 bedroom,1.0,1.0,Guest suite,Austin ,98
Guesthouse in Austin ,4.92,2 bedrooms,3.0,1.0,Guesthouse,Austin ,134
Bungalow in Austin ,4.85,2 bedrooms,2.0,1.0,Bungalow,Austin ,350
Guesthouse in Austin ,4.96,1 bedroom,1.0,1.0,Guesthouse,Austin ,122
Home in West Lake Hills ,4.98,5 bedrooms,6.0,4.0,Home,West Lake Hills ,1008
Home in Austin ,4.88,1 bedroom,1.0,1.0,Home,Austin ,48
Home in Austin ,4.95,4 bedrooms,5.0,3.0,Home,Austin ,626
Bungalow in Austin ,4.94,2 bedrooms,2.0,1.0,Bungalow,Austin ,120
Rental unit in Austin ,5.0,2 bedrooms,2.0,1.5,Rental unit,Austin ,140
Condo in Austin ,4.90,2 bedrooms,1.0,1.0,Condo,Austin ,127
Rental unit in Austin ,4.94,1 bedroom,1.0,1.0,Rental unit,Austin ,150
Guesthouse in Austin ,4.98,1 bedroom,1.0,1.0,Guesthouse,Austin ,225
Bungalow in Austin ,4.95,2 bedrooms,2.0,1.0,Bungalow,Austin ,216
Home in Austin ,4.73,2 bedrooms,2.0,1.0,Home,Austin ,150
Condo in Austin ,4.92,1 bedroom,1.0,1.0,Condo,Austin ,78
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,300
Townhouse in Austin ,4.33,2 bedrooms,2.0,2.0,Townhouse,Austin ,232
Home in Austin ,4.95,4 bedrooms,4.0,2.5,Home,Austin ,528
Guesthouse in Austin ,,2 bedrooms,2.0,1.0,Guesthouse,Austin ,110
Home in Austin ,4.91,3 bedrooms,3.0,2.0,Home,Austin ,291
Bungalow in Austin ,4.95,1 bedroom,1.0,1.0,Bungalow,Austin ,96
Home in Austin ,4.84,2 bedrooms,3.0,2.5,Home,Austin ,250
Home in Austin ,4.90,2 bedrooms,1.0,1.0,Home,Austin ,106
Guesthouse in Austin ,4.97,1 bedroom,2.0,1.0,Guesthouse,Austin ,130
Rental unit in Austin ,4.55,3 bedrooms,3.0,2.0,Rental unit,Austin ,399
Guest suite in Austin ,4.92,1 bedroom,2.0,1.0,Guest suite,Austin ,105
Guest suite in Austin ,4.67,1 bedroom,1.0,1.0,Guest suite,Austin ,51
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,400
Home in Austin ,4.83,2 bedrooms,3.0,1.0,Home,Austin ,183
Loft in Austin ,4.70,4 bedrooms,5.0,3.0,Loft,Austin ,596
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,100
Home in Austin ,4.95,3 bedrooms,3.0,2.0,Home,Austin ,601
Home in Austin ,4.90,2 bedrooms,2.0,1.0,Home,Austin ,139
Home in Austin ,4.79,4 bedrooms,7.0,2.0,Home,Austin ,264
Home in Austin ,4.89,3 bedrooms,3.0,2.0,Home,Austin ,356
Rental unit in Austin ,4.87,,2.0,1.0,Rental unit,Austin ,150
Rental unit in Austin ,4.83,2 bedrooms,3.0,1.5,Rental unit,Austin ,650
Home in Austin ,4.78,3 bedrooms,3.0,1.0,Home,Austin ,198
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,80
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,305
Home in Austin ,,3 bedrooms,2.0,2.0,Home,Austin ,450
Home in Austin ,4.83,2 bedrooms,2.0,1.0,Home,Austin ,172
Home in Austin ,4.89,3 bedrooms,5.0,2.0,Home,Austin ,441
Home in Austin ,5.0,8 bedrooms,1.0,4.5,Home,Austin ,1403
Home in Austin ,4.78,3 bedrooms,2.0,1.0,Home,Austin ,289
Home in Austin ,4.91,1 bedroom,1.0,1.0,Home,Austin ,125
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,350
Home in Austin ,4.80,4 bedrooms,3.0,1.0,Home,Austin ,236
Bungalow in Austin ,4.95,2 bedrooms,2.0,1.0,Bungalow,Austin ,171
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,155
Guesthouse in Austin ,4.94,1 bedroom,2.0,1.0,Guesthouse,Austin ,125
Guesthouse in Austin ,4.94,,2.0,1.0,Guesthouse,Austin ,91
Loft in Austin ,,2 bedrooms,3.0,2.0,Loft,Austin ,764
Home in Austin ,4.91,3 bedrooms,5.0,1.5,Home,Austin ,300
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,800
Rental unit in Austin ,4.63,1 bedroom,2.0,1.0,Rental unit,Austin ,110
Home in Austin ,4.98,1 bedroom,2.0,1.5,Home,Austin ,169
Home in Austin ,,1 bedroom,2.0,1.0,Home,Austin ,150
Bungalow in Austin ,4.67,2 bedrooms,2.0,1.0,Bungalow,Austin ,400
Home in Austin ,3.71,1 bedroom,1.0,1.0,Home,Austin ,70
Home in Austin ,4.98,1 bedroom,1.0,1.0,Home,Austin ,52
Guesthouse in Austin ,4.76,1 bedroom,1.0,1.0,Guesthouse,Austin ,72
Cottage in Austin ,4.95,1 bedroom,2.0,1.0,Cottage,Austin ,132
Home in Austin ,4.96,1 bedroom,1.0,1.0,Home,Austin ,110
Home in Austin ,5.0,4 bedrooms,6.0,3.5,Home,Austin ,520
Rental unit in Austin ,3.67,1 bedroom,2.0,1.0,Rental unit,Austin ,179
Guesthouse in Austin ,4.85,,1.0,1.0,Guesthouse,Austin ,121
Tiny home in Austin ,4.83,,2.0,1.0,Tiny home,Austin ,102
Home in Austin ,4.88,3 bedrooms,3.0,2.5,Home,Austin ,161
Home in Austin ,5.0,3 bedrooms,,3.0,Home,Austin ,975
Home in Austin ,5.0,4 bedrooms,4.0,3.0,Home,Austin ,557
Rental unit in Austin ,4.85,1 bedroom,1.0,1.0,Rental unit,Austin ,81
Home in Austin ,4.95,2 bedrooms,2.0,2.0,Home,Austin ,375
Rental unit in Austin ,4.67,1 bedroom,1.0,1.0,Rental unit,Austin ,123
Home in Austin ,,4 bedrooms,5.0,3.5,Home,Austin ,750
Home in Austin ,4.82,2 bedrooms,3.0,1.0,Home,Austin ,166
Home in Austin ,4.83,3 bedrooms,5.0,3.0,Home,Austin ,405
Home in Austin ,4.95,4 bedrooms,7.0,2.0,Home,Austin ,650
Townhouse in Austin ,,3 bedrooms,3.0,2.5,Townhouse,Austin ,590
Home in Austin ,4.54,2 bedrooms,3.0,1.0,Home,Austin ,149
Home in Austin ,4.98,2 bedrooms,1.0,1.5,Home,Austin ,50
Home in Austin ,5.0,6 bedrooms,6.0,3.5,Home,Austin ,385
Home in Austin ,4.63,2 bedrooms,3.0,2.0,Home,Austin ,189
Home in Austin ,5.0,3 bedrooms,3.0,3.5,Home,Austin ,1500
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,100
Home in Austin ,4.90,3 bedrooms,3.0,2.5,Home,Austin ,575
Home in Austin ,4.91,4 bedrooms,6.0,2.5,Home,Austin ,464
Home in Austin ,,4 bedrooms,4.0,4.0,Home,Austin ,5000
Home in Austin ,4.96,1 bedroom,2.0,1.0,Home,Austin ,95
Condo in Austin ,,1 bedroom,2.0,1.0,Condo,Austin ,479
Condo in Austin ,4.91,2 bedrooms,3.0,1.5,Condo,Austin ,199
Guest suite in Austin ,4.90,1 bedroom,1.0,1.0,Guest suite,Austin ,113
Home in Austin ,4.97,2 bedrooms,2.0,1.0,Home,Austin ,146
Home in Austin ,4.91,2 bedrooms,2.0,1.5,Home,Austin ,188
Home in Austin ,5.0,2 bedrooms,3.0,1.0,Home,Austin ,122
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,102
Loft in Austin ,,1 bedroom,1.0,1.0,Loft,Austin ,700
Guesthouse in Austin ,4.96,1 bedroom,1.0,1.0,Guesthouse,Austin ,101
Home in Austin ,4.80,5 bedrooms,7.0,4.0,Home,Austin ,1200
Home in Austin ,4.93,4 bedrooms,6.0,2.0,Home,Austin ,400
Home in Austin ,,2 bedrooms,3.0,1.5,Home,Austin ,200
Bungalow in Austin ,5.0,3 bedrooms,3.0,2.0,Bungalow,Austin ,200
Rental unit in Austin ,4.99,2 bedrooms,2.0,1.0,Rental unit,Austin ,199
Guesthouse in Austin ,4.84,1 bedroom,1.0,1.0,Guesthouse,Austin ,110
Rental unit in Austin ,,,1.0,1.0,Rental unit,Austin ,500
Loft in Austin ,4.95,1 bedroom,1.0,1.0,Loft,Austin ,146
Rental unit in Austin ,4.62,2 bedrooms,2.0,2.0,Rental unit,Austin ,274
Home in Austin ,,3 bedrooms,2.0,2.0,Home,Austin ,400
Home in Austin ,4.87,3 bedrooms,3.0,1.5,Home,Austin ,459
Home in Austin ,4.83,1 bedroom,2.0,1.0,Home,Austin ,97
Home in Austin ,5.0,2 bedrooms,2.0,2.5,Home,Austin ,400
Home in Austin ,4.33,1 bedroom,,1.0,Home,Austin ,82
Home in Austin ,,1 bedroom,1.0,1.5,Home,Austin ,164
Home in Austin ,,2 bedrooms,3.0,2.5,Home,Austin ,750
Rental unit in Austin ,4.56,1 bedroom,2.0,1.0,Rental unit,Austin ,175
Home in Austin ,4.50,1 bedroom,2.0,1.0,Home,Austin ,129
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,99
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,300
Home in Austin ,4.88,1 bedroom,1.0,0.5,Home,Austin ,52
Home in Austin ,5.0,3 bedrooms,6.0,2.0,Home,Austin ,345
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,1200
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,700
Guest suite in Austin ,4.98,1 bedroom,1.0,1.0,Guest suite,Austin ,110
Home in Austin ,4.74,3 bedrooms,3.0,2.0,Home,Austin ,199
Home in Austin ,5.0,3 bedrooms,5.0,3.0,Home,Austin ,950
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,200
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,400
Guesthouse in Austin ,4.92,1 bedroom,1.0,1.0,Guesthouse,Austin ,70
Home in Austin ,,2 bedrooms,3.0,1.0,Home,Austin ,475
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,85
Home in Austin ,5.0,2 bedrooms,6.0,2.0,Home,Austin ,600
Home in Austin ,4.81,1 bedroom,1.0,1.0,Home,Austin ,101
Home in Austin ,4.56,3 bedrooms,3.0,1.0,Home,Austin ,1000
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,2000
Rental unit in Austin ,4.33,1 bedroom,3.0,1.5,Rental unit,Austin ,200
Guesthouse in Austin ,4.98,1 bedroom,2.0,1.0,Guesthouse,Austin ,176
Rental unit in Austin ,5.0,2 bedrooms,2.0,2.0,Rental unit,Austin ,195
Home in Austin ,,3 bedrooms,2.0,2.0,Home,Austin ,750
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,150
Home in Austin ,,2 bedrooms,3.0,1.0,Home,Austin ,350
Rental unit in Austin ,,,1.0,1.0,Rental unit,Austin ,125
Home in Austin ,4.93,4 bedrooms,5.0,3.0,Home,Austin ,475
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,475
Home in Austin ,,4 bedrooms,5.0,2.5,Home,Austin ,1257
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,900
Rental unit in Austin ,,1 bedroom,2.0,2.0,Rental unit,Austin ,267
Rental unit in Austin ,,2 bedrooms,3.0,2.0,Rental unit,Austin ,900
Home in Austin ,,1 bedroom,1.0,2.0,Home,Austin ,135
Home in Austin ,4.85,2 bedrooms,2.0,2.0,Home,Austin ,179
Home in Austin ,,5 bedrooms,5.0,3.5,Home,Austin ,3800
Home in Austin ,,4 bedrooms,5.0,3.5,Home,Austin ,2000
Bungalow in Austin ,4.95,2 bedrooms,2.0,1.0,Bungalow,Austin ,180
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,200
Rental unit in Austin ,,1 bedroom,1.0,,Rental unit,Austin ,333
Home in Austin ,4.99,2 bedrooms,2.0,2.0,Home,Austin ,150
Home in Austin ,,2 bedrooms,2.0,2.5,Home,Austin ,875
Home in Lakeway ,4.74,1 bedroom,1.0,1.0,Home,Lakeway ,72
Guest suite in Austin ,4.85,1 bedroom,1.0,1.0,Guest suite,Austin ,135
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,850
Home in Austin ,4.33,3 bedrooms,3.0,2.0,Home,Austin ,150
Home in Austin ,4.67,3 bedrooms,4.0,1.0,Home,Austin ,93
Condo in Austin ,4.95,1 bedroom,1.0,1.0,Condo,Austin ,108
Guesthouse in Austin ,4.89,2 bedrooms,3.0,1.0,Guesthouse,Austin ,189
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,135
Home in Austin ,,4 bedrooms,2.0,2.5,Home,Austin ,550
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,400
Loft in Austin ,4.50,4 bedrooms,6.0,2.0,Loft,Austin ,610
Home in Austin ,5.0,2 bedrooms,1.0,2.0,Home,Austin ,550
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,329
Home in The Hills ,,1 bedroom,1.0,1.0,Home,The Hills ,95
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,400
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,400
Home in Austin ,,4 bedrooms,6.0,3.0,Home,Austin ,1200
Home in Austin ,4.97,1 bedroom,1.0,0.5,Home,Austin ,49
Home in Austin ,5.0,3 bedrooms,2.0,2.5,Home,Austin ,179
Cottage in Austin ,5.0,1 bedroom,1.0,1.0,Cottage,Austin ,250
Boat in Austin ,4.94,1 bedroom,1.0,1.5,Boat,Austin ,94
Home in Austin ,4.88,1 bedroom,1.0,2.0,Home,Austin ,40
Home in Austin ,4.40,3 bedrooms,3.0,2.0,Home,Austin ,207
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,300
Rental unit in Austin ,,2 bedrooms,2.0,1.0,Rental unit,Austin ,375
Rental unit in Austin ,,2 bedrooms,2.0,1.0,Rental unit,Austin ,165
Home in Austin ,,4 bedrooms,6.0,2.5,Home,Austin ,2500
Home in Austin ,,1 bedroom,2.0,1.0,Home,Austin ,200
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,125
Home in Austin ,,1 bedroom,1.0,0.5,Home,Austin ,120
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,550
Bungalow in Austin ,4.91,2 bedrooms,2.0,1.0,Bungalow,Austin ,178
Bungalow in Austin ,4.80,2 bedrooms,2.0,2.0,Bungalow,Austin ,160
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,250
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,300
Home in Austin ,4.94,2 bedrooms,2.0,1.0,Home,Austin ,104
Townhouse in Austin ,4.75,1 bedroom,2.0,1.0,Townhouse,Austin ,91
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,1000
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,1000
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,500
Home in Austin ,4.65,3 bedrooms,1.0,2.0,Home,Austin ,159
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,300
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,500
Home in Austin ,4.90,5 bedrooms,6.0,4.0,Home,Austin ,450
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,225
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,650
Home in Austin ,,2 bedrooms,3.0,1.0,Home,Austin ,775
Guesthouse in Austin ,4.98,,1.0,1.0,Guesthouse,Austin ,120
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,100
Tiny home in Austin ,4.88,1 bedroom,2.0,1.0,Tiny home,Austin ,73
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,100
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,200
Home in West Lake Hills ,4.77,1 bedroom,1.0,1.0,Home,West Lake Hills ,91
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,115
Home in Austin ,,1 bedroom,2.0,1.0,Home,Austin ,175
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,400
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,200
Rental unit in Austin ,4.94,1 bedroom,1.0,1.0,Rental unit,Austin ,166
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,200
Guest suite in Austin ,4.98,1 bedroom,1.0,1.0,Guest suite,Austin ,145
Home in Austin ,,1 bedroom,2.0,1.5,Home,Austin ,225
Rental unit in Austin ,,2 bedrooms,2.0,1.0,Rental unit,Austin ,165
Home in Austin ,4.85,1 bedroom,1.0,1.0,Home,Austin ,125
Home in Austin ,4.88,2 bedrooms,2.0,1.0,Home,Austin ,180
Guesthouse in Austin ,4.89,1 bedroom,1.0,1.0,Guesthouse,Austin ,79
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,300
Home in Austin ,4.95,2 bedrooms,2.0,1.0,Home,Austin ,227
Home in Austin ,5.0,2 bedrooms,3.0,2.0,Home,Austin ,119
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,70
Townhouse in Austin ,4.90,1 bedroom,1.0,0.5,Townhouse,Austin ,120
Home in Austin ,5.0,3 bedrooms,3.0,3.0,Home,Austin ,499
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,142
Home in Austin ,4.91,4 bedrooms,6.0,2.5,Home,Austin ,5000
Condo in Austin ,4.76,2 bedrooms,4.0,2.0,Condo,Austin ,78
Home in Austin ,4.94,4 bedrooms,5.0,2.5,Home,Austin ,446
Condo in Austin ,4.85,2 bedrooms,2.0,2.0,Condo,Austin ,199
Guesthouse in Austin ,4.93,2 bedrooms,3.0,1.5,Guesthouse,Austin ,161
Guesthouse in Austin ,4.64,2 bedrooms,2.0,1.0,Guesthouse,Austin ,131
Home in Austin ,,2 bedrooms,3.0,1.0,Home,Austin ,500
Condo in Austin ,4.74,1 bedroom,1.0,1.0,Condo,Austin ,78
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,500
Home in Austin ,4.88,2 bedrooms,2.0,1.0,Home,Austin ,190
Home in Austin ,4.75,2 bedrooms,2.0,1.0,Home,Austin ,196
Rental unit in Austin ,4.80,1 bedroom,1.0,1.0,Rental unit,Austin ,150
Rental unit in Austin ,4.77,1 bedroom,1.0,1.0,Rental unit,Austin ,200
Camper/RV in Austin ,4.65,1 bedroom,1.0,1.0,Camper/RV,Austin ,69
Home in Austin ,5.0,4 bedrooms,6.0,3.0,Home,Austin ,1300
Home in Austin ,5.0,3 bedrooms,3.0,2.5,Home,Austin ,500
Bungalow in Austin ,4.98,4 bedrooms,4.0,3.0,Bungalow,Austin ,800
Home in Austin ,5.0,3 bedrooms,4.0,1.0,Home,Austin ,198
Home in Austin ,,2 bedrooms,3.0,1.0,Home,Austin ,389
Rental unit in Austin ,4.68,4 bedrooms,6.0,2.0,Rental unit,Austin ,610
Condo in Austin ,4.94,1 bedroom,2.0,1.0,Condo,Austin ,128
Home in Austin ,4.92,2 bedrooms,3.0,1.0,Home,Austin ,140
Rental unit in Austin ,4.93,2 bedrooms,2.0,2.0,Rental unit,Austin ,145
Home in Austin ,4.97,2 bedrooms,3.0,1.0,Home,Austin ,140
Home in Austin ,5.0,1 bedroom,3.0,1.5,Home,Austin ,200
Home in Austin ,4.92,4 bedrooms,4.0,3.0,Home,Austin ,432
Home in Austin ,4.62,1 bedroom,1.0,1.5,Home,Austin ,48
Loft in Austin ,4.73,2 bedrooms,4.0,1.0,Loft,Austin ,193
Loft in Austin ,4.73,2 bedrooms,4.0,1.0,Loft,Austin ,179
Condo in Austin ,4.71,1 bedroom,3.0,1.0,Condo,Austin ,85
Loft in Austin ,4.81,3 bedrooms,4.0,1.5,Loft,Austin ,300
Home in Austin ,4.94,3 bedrooms,3.0,2.0,Home,Austin ,600
Rental unit in Austin ,,2 bedrooms,3.0,2.0,Rental unit,Austin ,250
Rental unit in Austin ,4.93,1 bedroom,1.0,1.0,Rental unit,Austin ,234
Home in Austin ,4.25,1 bedroom,1.0,0.5,Home,Austin ,105
Rental unit in Austin ,4.27,1 bedroom,2.0,1.0,Rental unit,Austin ,103
Home in Austin ,5.0,3 bedrooms,6.0,2.0,Home,Austin ,579
Rental unit in Austin ,4.97,2 bedrooms,2.0,2.0,Rental unit,Austin ,212
Home in Austin ,4.93,2 bedrooms,2.0,1.0,Home,Austin ,200
Condo in Austin ,4.96,1 bedroom,1.0,1.0,Condo,Austin ,59
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,89
Home in Austin ,4.89,3 bedrooms,3.0,2.0,Home,Austin ,542
Condo in Austin ,4.79,1 bedroom,1.0,1.5,Condo,Austin ,180
Rental unit in Austin ,4.88,,1.0,1.0,Rental unit,Austin ,108
Condo in Austin ,4.78,2 bedrooms,3.0,1.0,Condo,Austin ,113
Loft in Austin ,4.68,2 bedrooms,4.0,1.0,Loft,Austin ,177
Guesthouse in Austin ,4.91,1 bedroom,2.0,1.0,Guesthouse,Austin ,147
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,138
Camper/RV in Austin ,4.77,1 bedroom,1.0,1.0,Camper/RV,Austin ,71
Home in Austin ,5.0,3 bedrooms,3.0,2.5,Home,Austin ,600
Home in Austin ,4.84,,1.0,1.0,Home,Austin ,89
Condo in Austin ,4.87,,2.0,1.0,Condo,Austin ,93
Condo in Austin ,4.92,2 bedrooms,2.0,1.0,Condo,Austin ,145
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,55
Home in Austin ,4.83,2 bedrooms,2.0,1.0,Home,Austin ,235
Condo in Austin ,4.63,1 bedroom,1.0,1.0,Condo,Austin ,81
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,500
Guest suite in Austin ,4.96,1 bedroom,1.0,1.0,Guest suite,Austin ,135
Rental unit in Austin ,4.72,2 bedrooms,4.0,1.0,Rental unit,Austin ,261
Loft in Austin ,4.65,2 bedrooms,3.0,1.0,Loft,Austin ,194
Loft in Austin ,4.78,2 bedrooms,3.0,1.0,Loft,Austin ,267
Bungalow in Austin ,,2 bedrooms,2.0,2.0,Bungalow,Austin ,589
Loft in Austin ,4.78,2 bedrooms,5.0,1.0,Loft,Austin ,238
Condo in Austin ,4.80,2 bedrooms,2.0,2.0,Condo,Austin ,214
Condo in Austin ,4.71,3 bedrooms,3.0,2.0,Condo,Austin ,478
Condo in Austin ,4.71,1 bedroom,1.0,1.0,Condo,Austin ,65
Guesthouse in Austin ,5.0,1 bedroom,1.0,1.0,Guesthouse,Austin ,125
Condo in Austin ,4.33,1 bedroom,1.0,0.5,Condo,Austin ,190
Home in Austin ,4.99,1 bedroom,1.0,1.0,Home,Austin ,99
Guesthouse in Austin ,4.92,1 bedroom,1.0,1.0,Guesthouse,Austin ,118
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,57
Bungalow in Austin ,4.61,1 bedroom,1.0,1.0,Bungalow,Austin ,595
Home in Austin ,4.96,1 bedroom,1.0,0.5,Home,Austin ,71
Home in Austin ,,1 bedroom,1.0,1.5,Home,Austin ,86
Home in Austin ,4.77,2 bedrooms,3.0,1.0,Home,Austin ,106
Cottage in Austin ,4.93,1 bedroom,2.0,1.0,Cottage,Austin ,180
Guest suite in Austin ,4.80,1 bedroom,1.0,1.0,Guest suite,Austin ,66
Condo in Austin ,4.57,,2.0,1.0,Condo,Austin ,77
Condo in Austin ,4.88,2 bedrooms,2.0,1.0,Condo,Austin ,148
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,200
Home in Austin ,,2 bedrooms,2.0,2.5,Home,Austin ,499
Home in Austin ,4.97,1 bedroom,1.0,1.0,Home,Austin ,90
Rental unit in Austin ,4.88,1 bedroom,,1.0,Rental unit,Austin ,88
Home in Austin ,5.0,5 bedrooms,1.0,4.0,Home,Austin ,1980
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,250
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,75
Guesthouse in Austin ,4.85,1 bedroom,1.0,1.0,Guesthouse,Austin ,126
Home in Austin ,,2 bedrooms,2.0,1.5,Home,Austin ,2000
Guesthouse in Austin ,4.89,2 bedrooms,1.0,1.0,Guesthouse,Austin ,179
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,75
Home in Austin ,4.86,1 bedroom,1.0,1.0,Home,Austin ,72
