home,ratings,bedrooms,beds,baths,house_type,city
Guesthouse in Austin ,4.98,1.0,1.0,['1'],Guesthouse,Austin 
Bungalow in Austin ,4.95,2.0,2.0,['1'],Bungalow,Austin 
Home in Austin ,4.73,2.0,2.0,['1'],Home,Austin 
Condo in Austin ,4.92,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Townhouse in Austin ,4.33,2.0,2.0,['2'],Townhouse,Austin 
Home in Austin ,4.95,4.0,4.0,['2.5'],Home,Austin 
Guesthouse in Austin ,,2.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,4.91,3.0,3.0,['2'],Home,Austin 
Bungalow in Austin ,4.95,1.0,1.0,['1'],Bungalow,Austin 
Home in Austin ,4.84,2.0,3.0,['2.5'],Home,Austin 
Home in Austin ,4.90,2.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.97,1.0,2.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.55,3.0,3.0,['2'],Rental unit,Austin 
Guest suite in Austin ,4.92,1.0,2.0,['1'],Guest suite,Austin 
Guest suite in Austin ,4.67,1.0,1.0,['1'],Guest suite,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.83,2.0,3.0,['1'],Home,Austin 
Loft in Austin ,4.70,4.0,5.0,['3'],Loft,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.95,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.90,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.79,4.0,7.0,['2'],Home,Austin 
Home in Austin ,4.89,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.87,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.83,2.0,3.0,['1.5'],Rental unit,Austin 
Home in Austin ,4.78,3.0,3.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,3.0,2.0,['2'],Home,Austin 
Home in Austin ,4.83,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.89,3.0,5.0,['2'],Home,Austin 
Home in Austin ,5.0,8.0,1.0,['4.5'],Home,Austin 
Home in Austin ,4.78,3.0,2.0,['1'],Home,Austin 
Home in Austin ,4.91,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.80,4.0,3.0,['1'],Home,Austin 
Bungalow in Austin ,4.95,2.0,2.0,['1'],Bungalow,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.94,1.0,2.0,['1'],Guesthouse,Austin 
Guesthouse in Austin ,4.94,nan,2.0,['1'],Guesthouse,Austin 
Loft in Austin ,,2.0,3.0,['2'],Loft,Austin 
Home in Austin ,4.91,3.0,5.0,['1.5'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,4.63,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.98,1.0,2.0,['1.5'],Home,Austin 
Home in Austin ,,1.0,2.0,['1'],Home,Austin 
Bungalow in Austin ,4.67,2.0,2.0,['1'],Bungalow,Austin 
Home in Austin ,3.71,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.98,1.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.76,1.0,1.0,['1'],Guesthouse,Austin 
Cottage in Austin ,4.95,1.0,2.0,['1'],Cottage,Austin 
Home in Austin ,4.96,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,4.0,6.0,['3.5'],Home,Austin 
Rental unit in Austin ,3.67,1.0,2.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.85,nan,1.0,['1'],Guesthouse,Austin 
Tiny home in Austin ,4.83,nan,2.0,['1'],Tiny home,Austin 
Home in Austin ,4.88,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,5.0,3.0,nan,['3'],Home,Austin 
Home in Austin ,5.0,4.0,4.0,['3'],Home,Austin 
Rental unit in Austin ,4.85,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.95,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,4.67,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,4.0,5.0,['3.5'],Home,Austin 
Home in Austin ,4.82,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.83,3.0,5.0,['3'],Home,Austin 
Home in Austin ,4.95,4.0,7.0,['2'],Home,Austin 
Townhouse in Austin ,,3.0,3.0,['2.5'],Townhouse,Austin 
Home in Austin ,4.54,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.98,2.0,1.0,['1.5'],Home,Austin 
Home in Austin ,5.0,6.0,6.0,['3.5'],Home,Austin 
Home in Austin ,4.63,2.0,3.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['3.5'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.90,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,4.91,4.0,6.0,['2.5'],Home,Austin 
Home in Austin ,,4.0,4.0,['4'],Home,Austin 
Home in Austin ,4.96,1.0,2.0,['1'],Home,Austin 
Condo in Austin ,,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.91,2.0,3.0,['1.5'],Condo,Austin 
Guest suite in Austin ,4.90,1.0,1.0,['1'],Guest suite,Austin 
Home in Austin ,4.97,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.91,2.0,2.0,['1.5'],Home,Austin 
Home in Austin ,5.0,2.0,3.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Loft in Austin ,,1.0,1.0,['1'],Loft,Austin 
Guesthouse in Austin ,4.96,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,4.80,5.0,7.0,['4'],Home,Austin 
Home in Austin ,4.93,4.0,6.0,['2'],Home,Austin 
Home in Austin ,,2.0,3.0,['1.5'],Home,Austin 
Bungalow in Austin ,5.0,3.0,3.0,['2'],Bungalow,Austin 
Rental unit in Austin ,4.99,2.0,2.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.84,1.0,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Loft in Austin ,4.95,1.0,1.0,['1'],Loft,Austin 
Rental unit in Austin ,4.62,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,3.0,2.0,['2'],Home,Austin 
Home in Austin ,4.87,3.0,3.0,['1.5'],Home,Austin 
Home in Austin ,4.83,1.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,4.33,1.0,nan,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,,2.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.56,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.50,1.0,2.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.88,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,3.0,6.0,['2'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Guest suite in Austin ,4.98,1.0,1.0,['1'],Guest suite,Austin 
Home in Austin ,4.74,3.0,3.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,5.0,['3'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,3.0,4.0,['2'],Home,Austin 
Guesthouse in Austin ,4.92,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,2.0,3.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,6.0,['2'],Home,Austin 
Home in Austin ,4.81,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.56,3.0,3.0,['1'],Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.33,1.0,3.0,['1.5'],Rental unit,Austin 
Guesthouse in Austin ,4.98,1.0,2.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,3.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,2.0,3.0,['1'],Home,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.93,4.0,5.0,['3'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,,4.0,5.0,['2.5'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,2.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['2'],Home,Austin 
Home in Austin ,4.85,2.0,2.0,['2'],Home,Austin 
Home in Austin ,,5.0,5.0,['3.5'],Home,Austin 
Home in Austin ,,4.0,5.0,['3.5'],Home,Austin 
Bungalow in Austin ,4.95,2.0,2.0,['1'],Bungalow,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,[],Rental unit,Austin 
Home in Austin ,4.99,2.0,2.0,['2'],Home,Austin 
Home in Austin ,,2.0,2.0,['2.5'],Home,Austin 
Home in Lakeway ,4.74,1.0,1.0,['1'],Home,Lakeway 
Guest suite in Austin ,4.85,1.0,1.0,['1'],Guest suite,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.33,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.67,3.0,4.0,['1'],Home,Austin 
Condo in Austin ,4.95,1.0,1.0,['1'],Condo,Austin 
Guesthouse in Austin ,4.89,2.0,3.0,['1'],Guesthouse,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,4.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Loft in Austin ,4.50,4.0,6.0,['2'],Loft,Austin 
Home in Austin ,5.0,2.0,1.0,['2'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['1'],Home,Austin 
Home in The Hills ,,1.0,1.0,['1'],Home,The Hills 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,3.0,4.0,['2'],Home,Austin 
Home in Austin ,,4.0,6.0,['3'],Home,Austin 
Home in Austin ,4.97,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,3.0,2.0,['2.5'],Home,Austin 
Cottage in Austin ,5.0,1.0,1.0,['1'],Cottage,Austin 
Boat in Austin ,4.94,1.0,1.0,['1.5'],Boat,Austin 
Home in Austin ,4.88,1.0,1.0,['2'],Home,Austin 
Home in Austin ,4.40,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,4.0,6.0,['2.5'],Home,Austin 
Home in Austin ,,1.0,2.0,['1'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Bungalow in Austin ,4.91,2.0,2.0,['1'],Bungalow,Austin 
Bungalow in Austin ,4.80,2.0,2.0,['2'],Bungalow,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.94,2.0,2.0,['1'],Home,Austin 
Townhouse in Austin ,4.75,1.0,2.0,['1'],Townhouse,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.65,3.0,1.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.90,5.0,6.0,['4'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,2.0,3.0,['1'],Home,Austin 
Guesthouse in Austin ,4.98,nan,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Tiny home in Austin ,4.88,1.0,2.0,['1'],Tiny home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in West Lake Hills ,4.77,1.0,1.0,['1'],Home,West Lake Hills 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,2.0,['1'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.94,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Guest suite in Austin ,4.98,1.0,1.0,['1'],Guest suite,Austin 
Home in Austin ,,1.0,2.0,['1.5'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.85,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.88,2.0,2.0,['1'],Home,Austin 
Guesthouse in Austin ,4.89,1.0,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.95,2.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Townhouse in Austin ,4.90,1.0,1.0,0.5,Townhouse,Austin 
Home in Austin ,5.0,3.0,3.0,['3'],Home,Austin 
Guesthouse in Austin ,New,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.91,4.0,6.0,['2.5'],Home,Austin 
Condo in Austin ,4.76,2.0,4.0,['2'],Condo,Austin 
Home in Austin ,4.94,4.0,5.0,['2.5'],Home,Austin 
Condo in Austin ,4.85,2.0,2.0,['2'],Condo,Austin 
Guesthouse in Austin ,4.93,2.0,3.0,['1.5'],Guesthouse,Austin 
Guesthouse in Austin ,4.64,2.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,,2.0,3.0,['1'],Home,Austin 
Condo in Austin ,4.74,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.88,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.75,2.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,4.80,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.77,1.0,1.0,['1'],Rental unit,Austin 
Camper/RV in Austin ,4.65,1.0,1.0,['1'],Camper/RV,Austin 
Home in Austin ,5.0,4.0,6.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Bungalow in Austin ,4.98,4.0,4.0,['3'],Bungalow,Austin 
Home in Austin ,5.0,3.0,4.0,['1'],Home,Austin 
Home in Austin ,,2.0,3.0,['1'],Home,Austin 
Rental unit in Austin ,4.68,4.0,6.0,['2'],Rental unit,Austin 
Condo in Austin ,4.94,1.0,2.0,['1'],Condo,Austin 
Home in Austin ,4.92,2.0,3.0,['1'],Home,Austin 
Rental unit in Austin ,4.93,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,4.97,2.0,3.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,3.0,['1.5'],Home,Austin 
Home in Austin ,4.92,4.0,4.0,['3'],Home,Austin 
Home in Austin ,4.62,1.0,1.0,['1.5'],Home,Austin 
Loft in Austin ,4.73,2.0,4.0,['1'],Loft,Austin 
Loft in Austin ,4.73,2.0,4.0,['1'],Loft,Austin 
Condo in Austin ,4.71,1.0,3.0,['1'],Condo,Austin 
Loft in Austin ,4.81,3.0,4.0,['1.5'],Loft,Austin 
Home in Austin ,4.94,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,2.0,3.0,['2'],Rental unit,Austin 
Rental unit in Austin ,4.93,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.25,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,4.27,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,6.0,['2'],Home,Austin 
Rental unit in Austin ,4.97,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,4.93,2.0,2.0,['1'],Home,Austin 
Condo in Austin ,4.96,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.89,3.0,3.0,['2'],Home,Austin 
Condo in Austin ,4.79,1.0,1.0,['1.5'],Condo,Austin 
Rental unit in Austin ,4.88,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.78,2.0,3.0,['1'],Condo,Austin 
Loft in Austin ,4.68,2.0,4.0,['1'],Loft,Austin 
Guesthouse in Austin ,4.91,1.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,2.0,2.0,['2'],Home,Austin 
Camper/RV in Austin ,4.77,1.0,1.0,['1'],Camper/RV,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,4.84,nan,1.0,['1'],Home,Austin 
Condo in Austin ,4.87,nan,2.0,['1'],Condo,Austin 
Condo in Austin ,4.92,2.0,2.0,['1'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.83,2.0,2.0,['1'],Home,Austin 
Condo in Austin ,4.63,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Guest suite in Austin ,4.96,1.0,1.0,['1'],Guest suite,Austin 
Rental unit in Austin ,4.72,2.0,4.0,['1'],Rental unit,Austin 
Loft in Austin ,4.65,2.0,3.0,['1'],Loft,Austin 
Loft in Austin ,4.78,2.0,3.0,['1'],Loft,Austin 
Bungalow in Austin ,,2.0,2.0,['2'],Bungalow,Austin 
Loft in Austin ,4.78,2.0,5.0,['1'],Loft,Austin 
Condo in Austin ,4.80,2.0,2.0,['2'],Condo,Austin 
Condo in Austin ,4.71,3.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.71,1.0,1.0,['1'],Condo,Austin 
Guesthouse in Austin ,5.0,1.0,1.0,['1'],Guesthouse,Austin 
Condo in Austin ,4.33,1.0,1.0,0.5,Condo,Austin 
Home in Austin ,4.99,1.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.92,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Bungalow in Austin ,4.61,1.0,1.0,['1'],Bungalow,Austin 
Home in Austin ,4.96,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,4.77,2.0,3.0,['1'],Home,Austin 
Cottage in Austin ,4.93,1.0,2.0,['1'],Cottage,Austin 
Guest suite in Austin ,4.80,1.0,1.0,['1'],Guest suite,Austin 
Condo in Austin ,4.57,nan,2.0,['1'],Condo,Austin 
Condo in Austin ,4.88,2.0,2.0,['1'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,4.97,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.88,1.0,nan,['1'],Rental unit,Austin 
Home in Austin ,5.0,5.0,1.0,['4'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.85,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,2.0,2.0,['1.5'],Home,Austin 
Guesthouse in Austin ,4.89,2.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.86,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['1.5'],Rental unit,Austin 
Home in Austin ,4.75,2.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Townhouse in Austin ,4.96,2.0,3.0,['2'],Townhouse,Austin 
Rental unit in Austin ,4.97,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.95,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.95,3.0,4.0,['2.5'],Home,Austin 
Bungalow in Austin ,4.65,2.0,2.0,['1'],Bungalow,Austin 
Bungalow in Austin ,4.91,2.0,3.0,['1'],Bungalow,Austin 
Bungalow in Austin ,4.83,2.0,2.0,['1'],Bungalow,Austin 
Rental unit in Austin ,4.69,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.49,4.0,4.0,['2'],Condo,Austin 
Bungalow in Austin ,4.69,2.0,4.0,['1'],Bungalow,Austin 
Home in Austin ,4.97,1.0,1.0,['1.5'],Home,Austin 
Rental unit in Austin ,4.40,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.82,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.76,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.97,3.0,3.0,['1'],Home,Austin 
Bungalow in Austin ,4.77,2.0,2.0,['1'],Bungalow,Austin 
Home in Austin ,5.0,3.0,4.0,['1.5'],Home,Austin 
Home in Austin ,4.89,5.0,6.0,['2.5'],Home,Austin 
Home in Austin ,,3.0,3.0,['3.5'],Home,Austin 
Home in Austin ,4.64,2.0,3.0,['1'],Home,Austin 
Home in Austin ,4.68,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.93,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.86,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,4.91,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,,2.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Townhouse in Austin ,4.81,3.0,3.0,['2.5'],Townhouse,Austin 
Home in Austin ,4.75,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.91,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['1.5'],Home,Austin 
Loft in Austin ,4.92,nan,1.0,['1'],Loft,Austin 
Home in Austin ,,3.0,3.0,['2.5'],Home,Austin 
Bungalow in Austin ,4.84,2.0,4.0,['1'],Bungalow,Austin 
Loft in Austin ,4.70,1.0,2.0,['1'],Loft,Austin 
Rental unit in Austin ,4.99,nan,1.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.92,1.0,3.0,['1'],Guesthouse,Austin 
Condo in Austin ,4.84,1.0,1.0,['1'],Condo,Austin 
Rental unit in Austin ,4.95,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.94,1.0,1.0,['1'],Home,Austin 
Loft in Austin ,4.80,3.0,7.0,['1.5'],Loft,Austin 
Home in Austin ,4.92,6.0,9.0,['4'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Loft in Austin ,4.82,3.0,5.0,['1.5'],Loft,Austin 
Loft in Austin ,4.75,2.0,4.0,['1'],Loft,Austin 
Loft in Austin ,4.80,2.0,3.0,['1'],Loft,Austin 
Loft in Austin ,4.67,2.0,4.0,['1'],Loft,Austin 
Cottage in Austin ,4.94,1.0,3.0,['1'],Cottage,Austin 
Home in Austin ,4.88,2.0,3.0,['1'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.98,nan,2.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.67,1.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['2'],Rental unit,Austin 
Camper/RV in Austin ,5.0,1.0,2.0,['1'],Camper/RV,Austin 
Home in Austin ,4.84,3.0,5.0,['2.5'],Home,Austin 
Condo in Austin ,5.0,1.0,1.0,0.5,Condo,Austin 
Home in Austin ,4.89,2.0,2.0,['1'],Home,Austin 
Guesthouse in Austin ,4.99,nan,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,3.0,3.0,['1.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['2'],Rental unit,Austin 
Rental unit in Austin ,4.76,nan,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,3.0,['1'],Rental unit,Austin 
Home in Austin ,,2.0,2.0,['1.5'],Home,Austin 
Rental unit in Austin ,,3.0,3.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,3.0,3.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.50,1.0,1.0,['1'],Rental unit,Austin 
Bungalow in Austin ,4.96,2.0,2.0,['1'],Bungalow,Austin 
Home in Austin ,4.94,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.97,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.96,1.0,1.0,0.5,Home,Austin 
Guesthouse in Austin ,4.88,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,4.67,3.0,5.0,['2'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,5.0,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,2.0,['1'],Home,Austin 
Home in Austin ,4.98,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,4.90,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.98,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.92,3.0,3.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,['1'],Home,Austin 
Home in Austin ,,2.0,3.0,['2'],Home,Austin 
Camper/RV in Austin ,4.90,2.0,4.0,['1'],Camper/RV,Austin 
Camper/RV in Austin ,4.79,1.0,2.0,['1'],Camper/RV,Austin 
Condo in Austin ,4.67,2.0,1.0,['1'],Condo,Austin 
Home in Austin ,4.56,4.0,6.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,nan,['1'],Rental unit,Austin 
Guest suite in Austin ,4.91,1.0,1.0,['1'],Guest suite,Austin 
